tag	del	herbarium	herblocate	category	catabbrev	specid	brahms	accession	barcode	Picture	phenology	collector	prefix	number	suffix	addcoll	type	type_of	day	month	year	dateres	collected	monthname	family	cf	taxstat	species	detstatus	detby	detday	detmonth	detyear	detdate	originstat	originid	continent	region	tdwglv1	tdwglv2	tdwgl3name	tdwg	country	majorarea	minorarea	locprefix	gazetteer	lat	ns	long	ew	llunit	llres	llorig	latlong	latdec	longdec	degsq	alt	altmax	altres	altrange	vernacular	language	genus	sp1	author1	rank1	sp2	author2	rank2	sp3	author3	unique	hsaccode	gazcode	hbcode	hstype	sptype	spnumber	spcodetype	cscode	altcs	addcscode	detbycode	conumber	ccid	entrydate	who	notonline
*	 	L		Herbarium sheet	HS	2076048	1268809		L  0938108	145		Unknown		s.n.					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Asia	Malesia	0	0			Indonesia	Lesser Sunda Islands	Nusa Tenggara Timur	Pulau	Timor	-8.833333	S	126	E	DD		NGA	"8°50' S,  126°00' E"	-8.833333	126	SE-9126	0	0					Lycopersicon	esculentum	Mill.							0	0	4292	8339	0	0	37050	0	0	1	0	0	97	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076049	1268810		L  0938109	146		"Posthumus, O."		3006					1	11	1932		01-Nov-32	November	Solanaceae		syn	Lycopersicon esculentum Mill.		"Posthumus, O."	0	0	1933	1933			Asia	Malesia	0	0			Indonesia	Lesser Sunda Islands	Nusa Tenggara Timur	Pulau	Timor	-8.833333	S	126	E	DD		NGA	Alt: 5m	-8.833333	126	SE-9126	5	0		5			Lycopersicon	esculentum	Mill.							0	0	4292	8339	0	0	37050	0	0	1	0	6264	97	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076050	1268811		L  0938110	147		"Elbert, J."		2954					12	8	1909		12-Aug-09	August	Solanaceae		syn	Lycopersicon esculentum Mill.		"Hallier, H."	11	2	1918	11-Feb-18			Asia	Malesia	0	0			Indonesia	Sulawesi	Sulawesi Tenggara	Pulau	Muna	-5	S	122.5	E	DD		alexa	Alt: 0 - 30m	-5	122.5	SE-5122	0	30					Lycopersicon	esculentum	Mill.							0	0	44326	8339	0	0	37050	0	0	1	0	34278	97	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076051	1268812		L  0938111	148		"Elbert, J."		3397					26	10	1909		26-Oct-09	October	Solanaceae		syn	Lycopersicon esculentum Mill.		"Hallier, H."	6	2	1917	06-Feb-17			Asia	Malesia	0	0			Indonesia	Sulawesi	Sulawesi Tenggara	Selat	Kabaena	-5	S	122	E	DD		alexa	"5°00' S,  122°00' E"	-5	122	SE-5122	0	0					Lycopersicon	esculentum	Mill.							0	0	21904	8339	0	0	37050	0	0	1	0	34278	97	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076052	1268813		L  0938112	149		"Forsten, E.A."		s.n.					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Asia	Malesia	0	0			Indonesia	Sulawesi	Sulawesi Utara		Tondano	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	4702	8339	0	0	37050	0	0	1	0	0	97	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076053	1268814		L  0938113	150		"Teysmann, J.E."		14174					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.		J.J.S.	0	0	1919	1919			Asia	Malesia	0	0			Indonesia	Sulawesi	Sulawesi Selatan	Gunung	Bonthaim	-5.32	S	119.56	E				"-5°.3.20' S,  119°56.00' E"	-5.533333	119.933333	SE-6119	0	0					Lycopersicon	esculentum	Mill.							0	0	6961	8339	0	0	37050	0	0	1	0	85773	97	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076054	1268815		L  0938114	151		"Sanderman-Olsen, S.-.E."		430					30	9	1961		30-Sep-61	September	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Asia	Malesia	0	0			Philippines	Palawan	Palawan		Uring-Uring	0	 	0	 				Alt: 0 - 10m	0	0		0	10					Lycopersicon	esculentum	Mill.							0	0	96027	8339	0	0	37050	0	0	1	0	0	169	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076055	1268816		L  0938115	152		"Conklin, H.C."	I-1157	80482		Buwaya			30	4	1963		30-Apr-63	April	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Asia	Malesia	0	0			Philippines	Luzon	Ifugao		Bayninan	16.916558	N	121.077942	E	DD		NGA	Alt: 1220m	16.916558	121.077942	NE16121	1220	0		1220	kamat ik an oongal	Ifugao	Lycopersicon	esculentum	Mill.							0	0	30129	8339	0	0	37050	0	0	1	0	0	169	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076056	1268817		L  0938116	153		"Conklin, H.C."	I-1108	80433		Buwaya			26	4	1963		26-Apr-63	April	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Asia	Malesia	0	0			Philippines	Luzon	Ifugao		Bayninan	16.916558	N	121.077942	E	DD		NGA	Alt: 1220m	16.916558	121.077942	NE16121	1220	0		1220	kantih an iitang	Ifugao	Lycopersicon	esculentum	Mill.							0	0	30129	8339	0	0	37050	0	0	1	0	0	169	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076057	1268818		L  0938117	154		"Gutiérrez, H.G."	62-208	78171					18	5	1961		18-May-61	May	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Asia	Malesia	0	0			Philippines	Luzon	Isabela		Disulap	16.57	N	122.12	E	DMS			Alt: 150m	16.95	122.2	NE16122	150	0		150			Lycopersicon	esculentum	Mill.							0	0	35974	8339	0	0	37050	0	0	1	0	0	169	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076058	1268819		L  0938118	155		"Conklin, H.C."	1062	37600					6	2	1958		06-Feb-58	February	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Asia	Malesia	0	0			Philippines	Mindoro	Oriental Mindoro		Yagaw	0	 	0	 				Alt: 455m	0	0		455	0		455	kamatis pidala		Lycopersicon	esculentum	Mill.							0	0	86879	8339	0	0	37050	0	0	1	0	0	169	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076059	1268820		L  0938119	156		"Blanco, F."		14					0	5	1914		May-14	May	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Asia	Malesia	0	0			Philippines	Luzon	Benguet		Baguio	16.416389	N	120.593056	E	DD		NGA	"16°24.98' N,  120°35.58' E"	16.416389	120.593056	NE16120	0	0			Camatis		Lycopersicon	esculentum	Mill.							0	0	4204	8339	0	0	37050	0	0	1	0	0	169	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076060	1268821		L  0938120	157		"Curran, H.M."		16335		"Merritt, M.L. & Zschokke, T.C."			0	1	1909		Jan-09	January	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Asia	Malesia	0	0			Philippines	Luzon	Benguet	Mount	Pulog	16.36	N	120.54	E	DMS			"16°36' N,  120°54' E"	16.6	120.9	NE16120	0	0					Lycopersicon	esculentum	Mill.							0	0	21653	8339	0	0	37050	0	0	1	0	0	169	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076061	1268822		L  0938121	158		Unknown	E	70					25	5	1931		25-May-31	May	Solanaceae		syn	Lycopersicon esculentum Mill.		"Slooten, D.F. van"	0	0	0				Asia	Malesia	0	0			Indonesia	Java	Jawa Timur		Idjen	-8.02	S	114	E	DMS			Alt: 1600m	-7.366667	114	SE-9114	1600	0		1600			Lycopersicon	esculentum	Mill.							0	0	39804	8339	0	0	37050	0	0	1	0	10978	97	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076062	1268823		L  0938122	159		"Powell, D.A."		757					14	9	1984		14-Sep-84	September	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Asia	Malesia	0	0			Christmas Island				Christmas Island	-10.5	S	105.666667	E	DD	5	NGA	"10°30' S,  105°40' E"	-10.5	105.666667	SE**105	0	0					Lycopersicon	esculentum	Mill.							0	0	32111	8339	0	0	37050	0	0	1	0	0	53	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076063	1268824		L  0938123	160		"Hochreutiner, B.P.G."		2595					10	1	1905		10-Jan-05	January	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Asia	Malesia	0	0			Indonesia	Java	Jawa Tengah		Prambanan	-7.75	S	110.494167	E	DD	5	TIERR	Alt: 150m	-7.75	110.494167	SE-8110	150	0		150			Lycopersicon	esculentum	Mill.							0	0	98641	8339	0	0	37050	0	0	1	0	0	97	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076064	1268825		L  0938124	161		"Kobus, J.D."		7407					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.		"Adelbert, A.G.L."	0	0	1947	1947			Asia	Malesia	0	0			Indonesia	Java	Jawa Timur		Tosari	-7.883333	S	112.9	E	DD	5	TIERR	"7°53' S,  112°54' E"	-7.883333	112.9	SE-8112	0	0					Lycopersicon	esculentum	Mill.							0	0	42060	8339	0	0	37050	0	0	1	0	18966	97	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076065	1268826		L  0938125	162		"Junghuhn, F.W."		s.n.					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.		"Adelbert, A.G.L."	0	0	1947	1947			Asia	Malesia	0	0			Indonesia	Java				0	 	0	 		0			0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	861	8339	0	0	37050	0	0	1	0	18966	97	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076066	1268827		L  0938126	163		"Koorders, S.H."		21293	B				15	10	1895		15 October 1895	October	Solanaceae		syn	Lycopersicon esculentum Mill.		"Koorders, S.H."	0	0	1912	1912			Asia	Malesia	0	0			Indonesia	Java	Jawa Timur		Besoeki	-7.75	S	113.683333	E	DD	3	TIERR	"c. 7°45' S,  113°41' E"	-7.75	113.683333	SE-8113	0	0					Lycopersicon	esculentum	Mill.							0	0	39027	8339	0	0	37050	0	0	1	0	881	97	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076067	1268828		L  0938127	164		"Koorders, S.H."		2866	B				30	8	1897		30 August 1897	August	Solanaceae		syn	Lycopersicon esculentum Mill.		"Koorders, S.H."	0	0	1912	1912			Asia	Malesia	0	0			Indonesia	Java	Jawa Timur		Besoeki	-7.75	S	113.683333	E	DD	3	TIERR	"c. 7°45' S,  113°41' E"	-7.75	113.683333	SE-8113	0	0					Lycopersicon	esculentum	Mill.							0	0	39027	8339	0	0	37050	0	0	1	0	881	97	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076068	1268829		L  0938128	165		"Koorders, S.H."		22623	B				24	5	1896		24 May 1896	May	Solanaceae		syn	Lycopersicon esculentum Mill.		"Koorders, S.H."	0	0	1896	1896			Asia	Malesia	0	0			Indonesia	Java	Jawa Timur		Madioen	-7.6298	S	111.5239	E	DD		NGA	Alt: 700m	-7.6298	111.5239	SE-8111	700	0		700			Lycopersicon	esculentum	Mill.							0	0	4242	8339	0	0	37050	0	0	1	0	881	97	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076069	1268830		L  0938129	166		"Koorders, S.H."		23387	B				21	6	1896		21 June 1896	June	Solanaceae		syn	Lycopersicon esculentum Mill.		"Koorders, S.H."	0	0	1912	1912			Asia	Malesia	0	0			Indonesia	Java	Jawa Timur		Pasoeroean	7.38	S	112.54	E	DMS			Alt: 200 - 300m	-7.633333	112.9	SE7112	200	300		200 - 300			Lycopersicon	esculentum	Mill.							0	0	21963	8339	0	0	37050	0	0	1	0	881	97	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076070	1268831		L  0938130	167		"Koorders, S.H."		29401	B				24	8	1897		24 August 1897	August	Solanaceae		syn	Lycopersicon esculentum Mill.		"Koorders, S.H."	0	0	1912	1912			Asia	Malesia	0	0			Indonesia	Java	Jawa Timur		Madioen	-7.6298	S	111.5239	E	DD		NGA	"7°37.79' S,  111°31.43' E"	-7.6298	111.5239	SE-8111	0	0					Lycopersicon	esculentum	Mill.							0	0	4242	8339	0	0	37050	0	0	1	0	881	97	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076071	1268832		L  0938131	168		"Koorders, S.H."		28820	B				12	9	1897		12 September 1897	September	Solanaceae		syn	Lycopersicon esculentum Mill.		"Koorders, S.H."	0	0	1912	1912			Asia	Malesia	0	0			Indonesia	Java	Jawa Timur		Besoeki	-7.75	S	113.683333	E	DD	3	TIERR	"c. 7°45' S,  113°41' E"	-7.75	113.683333	SE-8113	0	0					Lycopersicon	esculentum	Mill.							0	0	39027	8339	0	0	37050	0	0	1	0	881	97	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076072	1268833		L  0938132	169		"Koorders, S.H."		27962	B				26	6	1897		26 June 1897	June	Solanaceae		syn	Lycopersicon esculentum Mill.		"Koorders, S.H."	0	0	1912	1912			Asia	Malesia	0	0			Indonesia	Java	Jawa Tengah		Semarang	-6.9932	S	110.4203	E	DD		Falli	"6°59.59' S,  110°25.22' E"	-6.9932	110.4203	SE-7110	0	0					Lycopersicon	esculentum	Mill.							0	0	4253	8339	0	0	37050	0	0	1	0	881	97	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076073	1268834		L  0938133	170		"Forbes, C.N."		2541					0	0	1926		1926		Solanaceae		syn	Lycopersicon esculentum Mill.		"Adelbert, A.G.L."	9	7	1947	09-Jul-47			Asia	Malesia	0	0			Indonesia	Sumatra	Sumatera Selatan		Palembang	-2.916667	S	104.75	E	DD	3	TIERR	Alt: 1035m	-2.916667	104.75	SE-3104	1035	0		1035			Lycopersicon	esculentum	Mill.							0	0	560	8339	0	0	37050	0	0	1	0	18966	97	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076074	1268835		L  0938134	171		"Daalen, G.C.E. van"		s.n.					15	2	1904		15-Feb-04	February	Solanaceae		syn	Lycopersicon esculentum Mill.		"Hallier, A.H."	0	0	1909	1909			Asia	Malesia	0	0			Indonesia	Sumatra	Aceh		Alas	3.05	N	97.55	E	DM	3		"c. 3°05' N,  97°55' E"	3.083333	97.916667	NE397	0	0					Lycopersicon	esculentum	Mill.							0	0	22184	8339	0	0	37050	0	0	1	0	36347	97	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076075	1268836		L  0938135	172		"Daalen, G.C.E. van"		14					15	2	1904		15-Feb-04	February	Solanaceae		syn	Lycopersicon esculentum Mill.		"Hallier, A.H."	0	0	1906	1906			Asia	Malesia	0	0			Indonesia	Sumatra	Aceh		Alas	3.05	N	97.55	E	DM	3		"c. 3°05' N,  97°55' E"	3.083333	97.916667	NE397	0	0					Lycopersicon	esculentum	Mill.							0	0	22184	8339	0	0	37050	0	0	1	0	36347	97	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076076	1268837		L  0938136	173		"Cramer, P.J.S."		s.n.					23	8	1915		23-Aug-15	August	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Asia	Malesia	0	0			Indonesia	Sumatra			Oeloe Beloe	-5.35	S	104.6	E	DD	5	TIERR	"5°21' S,  104°36' E"	-5.35	104.6	SE-6104	0	0					Lycopersicon	esculentum	Mill.							0	0	93703	8339	0	0	37050	0	0	1	0	0	97	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076077	1268838		L  0938137	174		"Bünnemeijer, H.A.B."		5584					11	11	1918		11-Nov-18	November	Solanaceae		syn	Lycopersicon esculentum Mill.		"Bakhuizen van den Brink Jr, R.C."	0	0	1919	1919			Asia	Malesia	0	0			Indonesia	Sumatra	Sumatera Barat		Laras Talang	-2.12	S	101.27	E	DD	3	NGA-i	Alt: 1300m	-2.12	101.27	SE-3101	1300	0		1300	Telong akar		Lycopersicon	esculentum	Mill.							0	0	36263	8339	0	0	37050	0	0	1	0	926	97	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076078	1268839		L  0938138	175		Iboet		260					29	11	1921		29-Nov-21	November	Solanaceae		syn	Lycopersicon esculentum Mill.		"Beumée, J.G.B."	0	0	1928	1928			Asia	Malesia	0	0			Indonesia	Sumatra	Lampung		Berenong	0	 	0	 		0		Alt: 400m	0	0		400	0		400			Lycopersicon	esculentum	Mill.							0	0	53058	8339	0	0	37050	0	0	1	0	453	97	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076079	1268840		L  0938139	176		"Boeea, R.S."		9776					30	7	1936		30-Jul-36	July	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Asia	Malesia	0	0			Indonesia	Sumatra	Sumatera Utara		Dolok Si Manoek-manoek	0	 	0	 					0	0		0	0			tioeng oeram		Lycopersicon	esculentum	Mill.							0	0	97950	8339	0	0	37050	0	0	1	0	0	97	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076080	1268841		L  0938140	177		"Boeea, R.S."		10666					17	10	1936		17-Oct-36	October	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Asia	Malesia	0	0			Indonesia	Sumatra	Sumatera Utara		Dolok Si Manoek-manoek	0	 	0	 					0	0		0	0			tioeng oeram		Lycopersicon	esculentum	Mill.							0	0	97950	8339	0	0	37050	0	0	1	0	0	97	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076081	1268842		L  0938141	178		"Boeea, R.S."		10103					28	9	1936		28-Sep-36	September	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Asia	Malesia	0	0			Indonesia	Sumatra	Sumatera Utara		Taloen na Oeli	0	 	0	 		0			0	0		0	0			tioeng oerama		Lycopersicon	esculentum	Mill.							0	0	91068	8339	0	0	37050	0	0	1	0	0	97	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076082	1268843		L  0938142	179		"Kerr, A.F.G."		1252					0	7	1910		Jul-10	July	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Asia	Indo-China	0	0			Thailand					0	 	0	 		0			0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	133	8339	0	0	37050	0	0	1	0	0	203	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076083	1268844		L  0938143	180		Unknown		2009					0	0	1866		1866		Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0						0	0			Unknown					6.35	S	10.476	E	DMS	0		"6°35' S,  10°48' E"	-6.583333	10.8	SE610	0	0					Lycopersicon	esculentum	Mill.							0	0	76	8339	0	0	37050	0	0	1	0	0	241	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076084	1268845		L  0938144	181		Raizada's collectors		25736					12	12	1957		12-Dec-57	December	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Asia	Indian Subcontinent	0	0			India	Bombay			Chanda Forest Division	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	94638	8339	0	0	37050	0	0	1	0	0	98	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076085	1268846		L  0938145	182		"Tang, L."		10449					3	4	1964		03-Apr-64	April	Solanaceae		syn	Lycopersicon esculentum Mill.		"Chen, S.H."	0	0	0				Asia	Eastern Asia	0	0			China	Guangdong			Guangzhou	23.116667	N	113.25	E	DD		NGA	"23°07' N,  113°15' E"	23.116667	113.25	NE23113	0	0					Lycopersicon	esculentum	Mill.							0	0	29984	8339	0	0	37050	0	0	1	0	84088	44	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076086	1268847		L  0938146	183		Unknown		s.n.					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Africa	Macaronesia	0	0			Madeira (Portugal)					0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	4122	8339	0	0	37050	0	0	1	0	0	251	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076087	1268848		L  0938147	184		"Nieuwenkamp, M."		1134					26	9	1927		26-Sep-27	September	Solanaceae		syn	Lycopersicon esculentum Mill.		"Ooststroom, S.J. van"	0	0	1930	1930			Europe	Southern Europe	0	0			Italy				San Domenico di Fiesole	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	40470	8339	0	0	37050	0	0	1	0	5204	105	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076088	1268849		L  0938148	185		"Erikson, J."		s.n.					0	11	1928		Nov-28	November	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Europe	Northern Europe	0	0			Sweden	Blekinge			Karlskrona	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	49207	8339	0	0	37050	0	0	1	0	0	197	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076089	1268850		L  0938149	186		"Maximowicz, C.J."		s.n.					0	0	1862		1862		Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Asia	Eastern Asia	0	0			Japan				Yokohama	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	24609	8339	0	0	37050	0	0	1	0	0	108	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076090	1268851		L  0938150	187		"Baenitz, C.G."		s.n.					20	9	1893		20 September 1893	September	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Europe	Middle Europe	0	0			Poland		Wroclaw		Breslau	0	 	0	 				Alt: 120m	0	0		120	0		120			Lycopersicon	esculentum	Mill.							0	0	30088	8339	0	0	37050	0	0	1	0	0	172	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076091	1268852		L  0938151	188		"Cardoso de Matos, G."		s.n.					0	0	1897		1897		Solanaceae		syn	Lycopersicon esculentum Mill.		"Goedhart, C."	0	0	1897	1897			Africa	West Tropical Africa	0	0			Cape Verde				St. Jao	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	94997	8339	0	0	37050	0	0	1	0	81262	238	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076092	1268853		L  0938152	189		"Meyers, F.S."		7106		"Dinsmore, J.E."			9	7	1912		09-Jul-12	July	Solanaceae		syn	Lycopersicon esculentum Mill.		"Dinsmore, J.E."	9	7	1912	09-Jul-12			Asia	Western Asia	0	0			Israel	Jerusalem			Jerusalem	0	 	0	 				Alt: 200m	0	0		200	0		200			Lycopersicon	esculentum	Mill.							0	0	20312	8339	0	0	37050	0	0	1	0	20114	104	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076093	1268854		L  0938153	190		"Hallier, J.G."		s.n.					0	0	0				Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Europe	Middle Europe	0	0			Germany	Thüringen			Jena	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	40738	8339	0	0	37050	0	0	1	0	0	57	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076094	1268855		L  0938154	191		"Sagorski, E.A."		s.n.					0	8	1909		Aug-09	August	Solanaceae		syn	Lycopersicon esculentum Mill.			0	0	0				Europe	Middle Europe	0	0			Switzerland				Thuringen	0	 	0	 					0	0		0	0					Lycopersicon	esculentum	Mill.							0	0	81133	8339	0	0	37050	0	0	1	0	0	42	1	24/05/2012	Huber	 
*	 	L		Herbarium sheet	HS	2076095	1268856		L  0938155	192		"Meyers, F.S."		1106	b	"Dinsmore, J.E."			2	12	1911		02-Dec-11	December	Solanaceae		syn	Lycopersicon esculentum Mill.		"Dinsmore, J.E."	2	12	1911	02-Dec-11			Asia	Western Asia	0	0			Israel	Jerusalem			Jerusalem	0	 	0	 				Alt: 800m	0	0		800	0		800			Lycopersicon	esculentum	Mill.							0	0	20312	8339	0	0	37050	0	0	1	0	20114	104	1	24/05/2012	Huber	 
*	 	U		Herbarium sheet	HS	603609	305876		U  0015686	193		"Bakhuizen van den Brink Jr, R.C."		1686					31	8	1922		31-Aug-22	August	Solanaceae		acc	Solanum lycopersicum L.		"Knapp, S.; Peralta, I.E."	0	0	2003	2003			Asia	Malesia	0	0			Indonesia	Java	Jawa Barat		Buitenzorg	0	 	0	 		0			0	0		0	0					Solanum	lycopersicum	L.							0	0	4249	3870	0	2	5328	0	0	1	0	82334	97	1	31/03/2000		 
*	 	U		Herbarium sheet	HS	603610	305877		U  0015687	194		"Pulle, A.A."		3089					19	6	1906		19-Jun-06	June	Solanaceae		acc	Solanum lycopersicum L.		"Knapp, S.; Peralta, I.E."	0	0	2003	2003			Asia	Malesia	0	0			Indonesia	Java	Jawa Barat		Preanger	-6.903611	S	107.0175	E	DD		NGA	"6°54.22' S,  107°01.05' E"	-6.903611	107.0175	SE-7107	0	0					Solanum	lycopersicum	L.							0	0	4250	3870	0	2	5328	0	0	1	0	82334	97	1	31/03/2000		 
*	 	U		Extra sheet	XS	1543664	305877		U  0015688	195		"Pulle, A.A."		3089					19	6	1906		19-Jun-06	June	Solanaceae		acc	Solanum lycopersicum L.		"Knapp, S.; Peralta, I.E."	0	0	2003	2003			Asia	Malesia	0	0			Indonesia	Java	Jawa Barat		Preanger	-6.903611	S	107.0175	E	DD		NGA	"6°54.22' S,  107°01.05' E"	-6.903611	107.0175	SE-7107	0	0					Solanum	lycopersicum	L.							0	0	4250	3870	0	0	5328	0	0	1	0	82334	97	2	31/03/2000		 
*	 	U		Herbarium sheet	HS	603611	305878	61664 A	U  0015689	#N/A		"Behrendsen, W."		s.n.					15	9	1871		15 September 1871	September	Solanaceae		acc	Solanum lycopersicum L.		"Knapp, S.; Peralta, I.E."	0	0	2003	2003			Europe	Middle Europe	0	0			Germany					0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	39	3870	0	2	5328	0	0	1	0	82334	57	1	31/03/2000		 
*	 	U		Herbarium sheet	HS	603612	305879	270566 B	U  0015690	#N/A		"Scheppig, A.A.C."		s.n.					2	9	1891		2 September 1891	September	Solanaceae		acc	Solanum lycopersicum L.		"Knapp, S.; Peralta, I.E."	0	0	2003	2003			Europe	Middle Europe	0	0			Germany					0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	39	3870	0	2	5328	0	0	1	0	82334	57	1	31/03/2000		 
*	 	U		Herbarium sheet	HS	603613	305880		U  0015691	196		"Bakhuizen van den Brink Jr, R.C."		4671					5	10	1929		05-Oct-29	October	Solanaceae		acc	Solanum lycopersicum L.		"Knapp, S.; Peralta, I.E."	0	0	2003	2003			Europe	Middle Europe	0	0			Netherlands	Utrecht			Amersfoort	0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	9708	3870	0	2	5328	0	0	1	0	82334	157	1	31/03/2000		 
*	 	U		Herbarium sheet	HS	603614	305881		U  0015692	197		"Kramer, K.U."		105					28	7	1945		28-Jul-45	July	Solanaceae		acc	Solanum lycopersicum L.		"Knapp, S.; Peralta, I.E."	0	0	2003	2003			Europe	Middle Europe	0	0			Netherlands	Utrecht			Bilthoven	0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	11911	3870	0	2	5328	0	0	1	0	82334	157	1	31/03/2000		 
*	 	U		Herbarium sheet	HS	603615	305882		U  0015693	198		"Koopmans, R.G."		710					3	8	1925		03-Aug-25	August	Solanaceae		acc	Solanum lycopersicum L.		"Knapp, S.; Peralta, I.E."	0	0	2003	2003			Europe	Middle Europe	0	0			Netherlands					0	 	0	 					0	0		0	0					Solanum	lycopersicum	L.							0	0	51	3870	0	2	5328	0	0	1	0	82334	157	1	31/03/2000		 
